Input	Match type	Approved symbol	Approved name	HGNC ID	Location
GDPD2	Approved symbol	GDPD2	glycerophosphodiester phosphodiesterase domain containing 2	HGNC:25974	Xq13.1
SLC16A2	Approved symbol	SLC16A2	solute carrier family 16 member 2	HGNC:10923	Xq13.2
ESX1	Approved symbol	ESX1	ESX homeobox 1	HGNC:14865	Xq22.2
NLGN4X	Approved symbol	NLGN4X	neuroligin 4 X-linked	HGNC:14287	Xp22.32-p22.31
PNCK	Approved symbol	PNCK	pregnancy up-regulated nonubiquitous CaM kinase	HGNC:13415	Xq28
SAMD11	Approved symbol	SAMD11	sterile alpha motif domain containing 11	HGNC:28706	1p36.33
SF3B4	Approved symbol	SF3B4	splicing factor 3b subunit 4	HGNC:10771	1q21.2
ACVR1C	Approved symbol	ACVR1C	activin A receptor type 1C	HGNC:18123	2q24.1
ASTL	Approved symbol	ASTL	astacin like metalloendopeptidase	HGNC:31704	2q11.2
CREG2	Approved symbol	CREG2	cellular repressor of E1A stimulated genes 2	HGNC:14272	2q11.2
SSUH2	Approved symbol	SSUH2	ssu-2 homolog (C. elegans)	HGNC:24809	3p25.3
CLCN2	Approved symbol	CLCN2	chloride voltage-gated channel 2	HGNC:2020	3q27.1
ARHGEF37	Approved symbol	ARHGEF37	Rho guanine nucleotide exchange factor 37	HGNC:34430	5q32
FBXO30	Approved symbol	FBXO30	F-box protein 30	HGNC:15600	6q24.3
CMTR1	Approved symbol	CMTR1	cap methyltransferase 1	HGNC:21077	6p21.2
OR11A1	Approved symbol	OR11A1	olfactory receptor family 11 subfamily A member 1	HGNC:8176	6p22.2-p21.31
SCAF8	Approved symbol	SCAF8	SR-related CTD associated factor 8	HGNC:20959	6q25.2
PRPF4	Approved symbol	PRPF4	pre-mRNA processing factor 4	HGNC:17349	9q32
ACTR1A	Approved symbol	ACTR1A	ARP1 actin related protein 1 homolog A	HGNC:167	10q24.32
CTSF	Approved symbol	CTSF	cathepsin F	HGNC:2531	11q13.2
KCNA1	Approved symbol	KCNA1	potassium voltage-gated channel subfamily A member 1	HGNC:6218	12p13.32
IRF2BPL	Approved symbol	IRF2BPL	interferon regulatory factor 2 binding protein like	HGNC:14282	14q24.3
SALL2	Approved symbol	SALL2	spalt like transcription factor 2	HGNC:10526	14q11.2
NTRK3	Approved symbol	NTRK3	neurotrophic receptor tyrosine kinase 3	HGNC:8033	15q25.3
ATP2A3	Approved symbol	ATP2A3	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3	HGNC:813	17p13.2
EVI2B	Approved symbol	EVI2B	ecotropic viral integration site 2B	HGNC:3500	17q11.2
HSF5	Approved symbol	HSF5	heat shock transcription factor 5	HGNC:26862	17q22
KRT9	Approved symbol	KRT9	keratin 9	HGNC:6447	17q21.2
MLX	Approved symbol	MLX	MLX, MAX dimerization protein	HGNC:11645	17q21.1
PTPRS	Approved symbol	PTPRS	protein tyrosine phosphatase, receptor type S	HGNC:9681	19p13.3
RRAS	Approved symbol	RRAS	RAS related	HGNC:10447	19q13.33
SLC17A7	Approved symbol	SLC17A7	solute carrier family 17 member 7	HGNC:16704	19q13.33
SNPH	Approved symbol	SNPH	syntaphilin	HGNC:15931	20p13
CPT1B	Approved symbol	CPT1B	carnitine palmitoyltransferase 1B	HGNC:2329	22q13.33
HMGCS2	Approved symbol	HMGCS2	3-hydroxy-3-methylglutaryl-CoA synthase 2	HGNC:5008	1p12
PIP5K1A	Approved symbol	PIP5K1A	phosphatidylinositol-4-phosphate 5-kinase type 1 alpha	HGNC:8994	1q21.3
ITLN1	Approved symbol	ITLN1	intelectin 1	HGNC:18259	1q23.3
ARHGEF19	Approved symbol	ARHGEF19	Rho guanine nucleotide exchange factor 19	HGNC:26604	1p36.13
TADA1	Approved symbol	TADA1	transcriptional adaptor 1	HGNC:30631	1q24.1
CR1	Approved symbol	CR1	complement C3b/C4b receptor 1 (Knops blood group)	HGNC:2334	1q32.2
OR2L13	Approved symbol	OR2L13	olfactory receptor family 2 subfamily L member 13	HGNC:19578	1q44
DHX32	Approved symbol	DHX32	DEAH-box helicase 32 (putative)	HGNC:16717	10q26.2
DLAT	Approved symbol	DLAT	dihydrolipoamide S-acetyltransferase	HGNC:2896	11q23.1
SF3B2	Approved symbol	SF3B2	splicing factor 3b subunit 2	HGNC:10769	11q13.1
LRP6	Approved symbol	LRP6	LDL receptor related protein 6	HGNC:6698	12p13.2
ITGA5	Approved symbol	ITGA5	integrin subunit alpha 5	HGNC:6141	12q13.13
NAB2	Approved symbol	NAB2	NGFI-A binding protein 2	HGNC:7627	12q13.3
L3HYPDH	Approved symbol	L3HYPDH	trans-L-3-hydroxyproline dehydratase	HGNC:20488	14q23.1
AC005863.1	Unmatched
CYP1A1	Approved symbol	CYP1A1	cytochrome P450 family 1 subfamily A member 1	HGNC:2595	15q24.1
SEZ6L2	Approved symbol	SEZ6L2	seizure related 6 homolog like 2	HGNC:30844	16p11.2
C16orf58	Approved symbol	C16orf58	chromosome 16 open reading frame 58	HGNC:25848	16p11.2
CDH8	Approved symbol	CDH8	cadherin 8	HGNC:1767	16q21
IRF8	Approved symbol	IRF8	interferon regulatory factor 8	HGNC:5358	16q24.1
ZNF624	Approved symbol	ZNF624	zinc finger protein 624	HGNC:29254	17p11.2
G6PC	Approved symbol	G6PC	glucose-6-phosphatase catalytic subunit	HGNC:4056	17q21.31
INTS2	Approved symbol	INTS2	integrator complex subunit 2	HGNC:29241	17q23.2
EIF4A3	Approved symbol	EIF4A3	eukaryotic translation initiation factor 4A3	HGNC:18683	17q25.3
DSG1	Approved symbol	DSG1	desmoglein 1	HGNC:3048	18q12.1
NMS	Approved symbol	NMS	neuromedin S	HGNC:32203	2q11.2
PTPN4	Approved symbol	PTPN4	protein tyrosine phosphatase, non-receptor type 4	HGNC:9656	2q14.2
SP100	Approved symbol	SP100	SP100 nuclear antigen	HGNC:11206	2q37.1
EML4	Approved symbol	EML4	echinoderm microtubule associated protein like 4	HGNC:1316	2p21
CNNM4	Approved symbol	CNNM4	cyclin and CBS domain divalent metal cation transport mediator 4	HGNC:105	2q11.2
CASS4	Approved symbol	CASS4	Cas scaffold protein family member 4	HGNC:15878	20q13.31
RIPK4	Approved symbol	RIPK4	receptor interacting serine/threonine kinase 4	HGNC:496	21q22.3
SF3A1	Approved symbol	SF3A1	splicing factor 3a subunit 1	HGNC:10765	22q12.2
ENTHD1	Approved symbol	ENTHD1	ENTH domain containing 1	HGNC:26352	22q13.1
DNAJB7	Approved symbol	DNAJB7	DnaJ heat shock protein family (Hsp40) member B7	HGNC:24986	22q13.2
OR2J1	Approved symbol	OR2J1	olfactory receptor family 2 subfamily J member 1 (gene/pseudogene)	HGNC:8259	6p22.1
RTP3	Approved symbol	RTP3	receptor transporter protein 3	HGNC:15572	3p21.31
KLKB1	Approved symbol	KLKB1	kallikrein B1	HGNC:6371	4q35.2
RGS12	Approved symbol	RGS12	regulator of G protein signaling 12	HGNC:9994	4p16.3
ZBTB49	Approved symbol	ZBTB49	zinc finger and BTB domain containing 49	HGNC:19883	4p16.3
CLOCK	Approved symbol	CLOCK	clock circadian regulator	HGNC:2082	4q12
HTN3	Approved symbol	HTN3	histatin 3	HGNC:5284	4q13.3
SCD5	Approved symbol	SCD5	stearoyl-CoA desaturase 5	HGNC:21088	4q21.22
TRMT44	Approved symbol	TRMT44	tRNA methyltransferase 44 homolog	HGNC:26653	4p16.1
MATR3	Approved symbol	MATR3	matrin 3	HGNC:6912	5q31.2
PDE6A	Approved symbol	PDE6A	phosphodiesterase 6A	HGNC:8785	5q32
MT1X	Approved symbol	MT1X	metallothionein 1X	HGNC:7405	16q13
LINC01122	Approved symbol	LINC01122	long intergenic non-protein coding RNA 1122	HGNC:49267	2p16.1
MYCT1	Approved symbol	MYCT1	MYC target 1	HGNC:23172	6q25.2
CDKAL1	Approved symbol	CDKAL1	CDK5 regulatory subunit associated protein 1 like 1	HGNC:21050	6p22.3
TDP2	Approved symbol	TDP2	tyrosyl-DNA phosphodiesterase 2	HGNC:17768	6p22.3
ATAT1	Approved symbol	ATAT1	alpha tubulin acetyltransferase 1	HGNC:21186	6p21.33
SLC44A4	Approved symbol	SLC44A4	solute carrier family 44 member 4	HGNC:13941	6p21.33
SLC35B2	Approved symbol	SLC35B2	solute carrier family 35 member B2	HGNC:16872	6p21.1
SERPINE1	Approved symbol	SERPINE1	serpin family E member 1	HGNC:8583	7q22.1
ARMC10	Approved symbol	ARMC10	armadillo repeat containing 10	HGNC:21706	7q22.1
EXOC4	Approved symbol	EXOC4	exocyst complex component 4	HGNC:30389	7q33
NFE2L3	Approved symbol	NFE2L3	nuclear factor, erythroid 2 like 3	HGNC:7783	7p15.2
RNF216	Approved symbol	RNF216	ring finger protein 216	HGNC:21698	7p22.1
ZKSCAN1	Approved symbol	ZKSCAN1	zinc finger with KRAB and SCAN domains 1	HGNC:13101	7q22.1
NOV	Approved symbol	NOV	nephroblastoma overexpressed	HGNC:7885	8q24.12
NOV	Synonyms	PLXNA1	plexin A1	HGNC:9099	3q21.3
NOV	Synonyms	RPL10	ribosomal protein L10	HGNC:10298	Xq28
CHRNA2	Approved symbol	CHRNA2	cholinergic receptor nicotinic alpha 2 subunit	HGNC:1956	8p21.2
TEX15	Approved symbol	TEX15	testis expressed 15, meiosis and synapsis associated	HGNC:11738	8p12
PGGT1BP2	Approved symbol	PGGT1BP2	protein geranylgeranyltransferase type I subunit beta pseudogene 2	HGNC:45112	10q22.3
SPTAN1	Approved symbol	SPTAN1	spectrin alpha, non-erythrocytic 1	HGNC:11273	9q34.11
HTR2C	Approved symbol	HTR2C	5-hydroxytryptamine receptor 2C	HGNC:5295	Xq23
PASD1	Approved symbol	PASD1	PAS domain containing repressor 1	HGNC:20686	Xq28
BEND2	Approved symbol	BEND2	BEN domain containing 2	HGNC:28509	Xp22.13
AGO4	Approved symbol	AGO4	argonaute 4, RISC catalytic component	HGNC:18424	1p34.3
DAB1	Approved symbol	DAB1	DAB1, reelin adaptor protein	HGNC:2661	1p32.2
PALMD	Approved symbol	PALMD	palmdelphin	HGNC:15846	1p21.2
RHOC	Approved symbol	RHOC	ras homolog family member C	HGNC:669	1p13.2
RHOC	Synonyms	RHOC	ras homolog family member C	HGNC:669	1p13.2
CCT3	Approved symbol	CCT3	chaperonin containing TCP1 subunit 3	HGNC:1616	1q22
CD84	Approved symbol	CD84	CD84 molecule	HGNC:1704	1q23.3
CD244	Approved symbol	CD244	CD244 molecule	HGNC:18171	1q23.3
MPZ	Approved symbol	MPZ	myelin protein zero	HGNC:7225	1q23.3
PFKFB2	Approved symbol	PFKFB2	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2	HGNC:8873	1q32.1
LPIN1	Approved symbol	LPIN1	lipin 1	HGNC:13345	2p25.1
SLC5A6	Approved symbol	SLC5A6	solute carrier family 5 member 6	HGNC:11041	2p23.3
EIF5B	Approved symbol	EIF5B	eukaryotic translation initiation factor 5B	HGNC:30793	2q11.2
PARD3B	Approved symbol	PARD3B	par-3 family cell polarity regulator beta	HGNC:14446	2q33.3
ADAM23	Approved symbol	ADAM23	ADAM metallopeptidase domain 23	HGNC:202	2q33.3
ADAM23	Synonyms	ADAM28	ADAM metallopeptidase domain 28	HGNC:206	8p21.2
FARSB	Approved symbol	FARSB	phenylalanyl-tRNA synthetase subunit beta	HGNC:17800	2q36.1
ZNF385D	Approved symbol	ZNF385D	zinc finger protein 385D	HGNC:26191	3p24.3
TOP2B	Approved symbol	TOP2B	DNA topoisomerase II beta	HGNC:11990	3p24.2
ZNF80	Approved symbol	ZNF80	zinc finger protein 80	HGNC:13155	3q13.31
ACAD9	Approved symbol	ACAD9	acyl-CoA dehydrogenase family member 9	HGNC:21497	3q21.3
CLNK	Approved symbol	CLNK	cytokine dependent hematopoietic cell linker	HGNC:17438	4p16.1
SLC45A2	Approved symbol	SLC45A2	solute carrier family 45 member 2	HGNC:16472	5p13.2
DDX41	Approved symbol	DDX41	DEAD-box helicase 41	HGNC:18674	5q35.3
RMND5B	Approved symbol	RMND5B	required for meiotic nuclear division 5 homolog B	HGNC:26181	5q35.3
CLK4	Approved symbol	CLK4	CDC like kinase 4	HGNC:13659	5q35.3
ZNF354B	Approved symbol	ZNF354B	zinc finger protein 354B	HGNC:17197	5q35.3
DDX39B	Approved symbol	DDX39B	DExD-box helicase 39B	HGNC:13917	6p21.33
TBX18	Approved symbol	TBX18	T-box 18	HGNC:11595	6q14.3
SP4	Approved symbol	SP4	Sp4 transcription factor	HGNC:11209	7p15.3
ZNF804B	Approved symbol	ZNF804B	zinc finger protein 804B	HGNC:21958	7q21.13
MOGAT3	Approved symbol	MOGAT3	monoacylglycerol O-acyltransferase 3	HGNC:23249	7q22.1
CHPF2	Approved symbol	CHPF2	chondroitin polymerizing factor 2	HGNC:29270	7q36.1
LZTS1	Approved symbol	LZTS1	leucine zipper tumor suppressor 1	HGNC:13861	8p21.3
SH2D3C	Approved symbol	SH2D3C	SH2 domain containing 3C	HGNC:16884	9q34.11
FUBP3	Approved symbol	FUBP3	far upstream element binding protein 3	HGNC:4005	9q34.11-q34.12
MRC1L1	Previous symbol	MRC1	mannose receptor C-type 1	HGNC:7228	10p12.33
DNA2	Approved symbol	DNA2	DNA replication helicase/nuclease 2	HGNC:2939	10q21.3
CDH23	Approved symbol	CDH23	cadherin related 23	HGNC:13733	10q22.1
PLAU	Approved symbol	PLAU	plasminogen activator, urokinase	HGNC:9052	10q22.2
SLK	Approved symbol	SLK	STE20 like kinase	HGNC:11088	10q24.33-q25.1
SLK	Synonyms	FYN	FYN proto-oncogene, Src family tyrosine kinase	HGNC:4037	6q21
API5	Approved symbol	API5	apoptosis inhibitor 5	HGNC:594	11p12
ALG8	Approved symbol	ALG8	ALG8, alpha-1,3-glucosyltransferase	HGNC:23161	11q14.1
MED17	Approved symbol	MED17	mediator complex subunit 17	HGNC:2375	11q21
TRIM29	Approved symbol	TRIM29	tripartite motif containing 29	HGNC:17274	11q23.3
PHB2	Approved symbol	PHB2	prohibitin 2	HGNC:30306	12p13.31
ITGB7	Approved symbol	ITGB7	integrin subunit beta 7	HGNC:6162	12q13.13
MARS	Approved symbol	MARS	methionyl-tRNA synthetase	HGNC:6898	12q13.3
KITLG	Approved symbol	KITLG	KIT ligand	HGNC:6343	12q21.32
CRY1	Approved symbol	CRY1	cryptochrome circadian regulator 1	HGNC:2384	12q23.3
MED13L	Approved symbol	MED13L	mediator complex subunit 13 like	HGNC:22962	12q24.21
EFNB2	Approved symbol	EFNB2	ephrin B2	HGNC:3227	13q33.3
CEBPE	Approved symbol	CEBPE	CCAAT enhancer binding protein epsilon	HGNC:1836	14q11.2
DYNC1H1	Approved symbol	DYNC1H1	dynein cytoplasmic 1 heavy chain 1	HGNC:2961	14q32.31
FANCI	Approved symbol	FANCI	FA complementation group I	HGNC:25568	15q26.1
C15orf32	Approved symbol	C15orf32	chromosome 15 open reading frame 32	HGNC:26549	15q26.1
ALDH3A2	Approved symbol	ALDH3A2	aldehyde dehydrogenase 3 family member A2	HGNC:403	17p11.2
EFTUD2	Approved symbol	EFTUD2	elongation factor Tu GTP binding domain containing 2	HGNC:30858	17q21.31
HOXB4	Approved symbol	HOXB4	homeobox B4	HGNC:5115	17q21.32
CLPP	Approved symbol	CLPP	caseinolytic mitochondrial matrix peptidase proteolytic subunit	HGNC:2084	19p13.3
CDKN2D	Approved symbol	CDKN2D	cyclin dependent kinase inhibitor 2D	HGNC:1790	19p13.2
RHPN2	Approved symbol	RHPN2	rhophilin Rho GTPase binding protein 2	HGNC:19974	19q13.12
IL4I1	Approved symbol	IL4I1	interleukin 4 induced 1	HGNC:19094	19q13.33
CNOT3	Approved symbol	CNOT3	CCR4-NOT transcription complex subunit 3	HGNC:7879	19q13.42
TNNT1	Approved symbol	TNNT1	troponin T1, slow skeletal type	HGNC:11948	19q13.4
ZNF586	Approved symbol	ZNF586	zinc finger protein 586	HGNC:25949	19q13.43
DEFB118	Approved symbol	DEFB118	defensin beta 118	HGNC:16196	20q11.21
TTLL9	Approved symbol	TTLL9	tubulin tyrosine ligase like 9	HGNC:16118	20q11
ADNP	Approved symbol	ADNP	activity dependent neuroprotector homeobox	HGNC:15766	20q13.13
CYP24A1	Approved symbol	CYP24A1	cytochrome P450 family 24 subfamily A member 1	HGNC:2602	20q13.2
TAF4	Approved symbol	TAF4	TATA-box binding protein associated factor 4	HGNC:11537	20q13.33
PHKA2	Approved symbol	PHKA2	phosphorylase kinase regulatory subunit alpha 2	HGNC:8926	Xp22.13
GPR173	Approved symbol	GPR173	G protein-coupled receptor 173	HGNC:18186	Xp11.22
GRIA3	Approved symbol	GRIA3	glutamate ionotropic receptor AMPA type subunit 3	HGNC:4573	Xq25
ZIC3	Approved symbol	ZIC3	Zic family member 3	HGNC:12874	Xq26.3
RGS18	Approved symbol	RGS18	regulator of G protein signaling 18	HGNC:14261	1q31.2
IKBKE	Approved symbol	IKBKE	inhibitor of nuclear factor kappa B kinase subunit epsilon	HGNC:14552	1q32.1
TESK2	Approved symbol	TESK2	testis associated actin remodelling kinase 2	HGNC:11732	1p34.1
ADAM12	Approved symbol	ADAM12	ADAM metallopeptidase domain 12	HGNC:190	10q26.2
C10orf90	Approved symbol	C10orf90	chromosome 10 open reading frame 90	HGNC:26563	10q26.2
DCLRE1C	Approved symbol	DCLRE1C	DNA cross-link repair 1C	HGNC:17642	10p13
CASP5	Approved symbol	CASP5	caspase 5	HGNC:1506	11q22.3
RBM14	Approved symbol	RBM14	RNA binding motif protein 14	HGNC:14219	11q13.2
TMEM126A	Approved symbol	TMEM126A	transmembrane protein 126A	HGNC:25382	11q14.1
PAH	Approved symbol	PAH	phenylalanine hydroxylase	HGNC:8582	12q23.2
KRT71	Approved symbol	KRT71	keratin 71	HGNC:28927	12q13.13
OR4K2	Approved symbol	OR4K2	olfactory receptor family 4 subfamily K member 2	HGNC:14728	14q11.2
RNASE12	Approved symbol	RNASE12	ribonuclease A family member 12 (inactive)	HGNC:24211	14q11.2
KIAA0247	Previous symbol	SUSD6	sushi domain containing 6	HGNC:19956	14q24.1
ESRRB	Approved symbol	ESRRB	estrogen related receptor beta	HGNC:3473	14q24.3
KLHL25	Approved symbol	KLHL25	kelch like family member 25	HGNC:25732	15q25.3
RP11-385D13.1	Unmatched
TTC25	Approved symbol	TTC25	tetratricopeptide repeat domain 25	HGNC:25280	17q21.2
PSG7	Approved symbol	PSG7	pregnancy specific beta-1-glycoprotein 7 (gene/pseudogene)	HGNC:9524	19q13.31
ZC3H6	Approved symbol	ZC3H6	zinc finger CCCH-type containing 6	HGNC:24762	2q14.1
CCDC148	Approved symbol	CCDC148	coiled-coil domain containing 148	HGNC:25191	2q24.1
WDR35	Approved symbol	WDR35	WD repeat domain 35	HGNC:29250	2p24.1
CBLN4	Approved symbol	CBLN4	cerebellin 4 precursor	HGNC:16231	20q13.2
DIDO1	Approved symbol	DIDO1	death inducer-obliterator 1	HGNC:2680	20q13.33
GMPS	Approved symbol	GMPS	guanine monophosphate synthase	HGNC:4378	3q25.31
SMARCAD1	Approved symbol	SMARCAD1	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1	HGNC:18398	4q22.3
UGT3A1	Approved symbol	UGT3A1	UDP glycosyltransferase family 3 member A1	HGNC:26625	5p13.2
MOG	Approved symbol	MOG	myelin oligodendrocyte glycoprotein	HGNC:7197	6p22.1
HGF	Approved symbol	HGF	hepatocyte growth factor	HGNC:4893	7q21.11
HGF	Synonyms	SOS1	SOS Ras/Rac guanine nucleotide exchange factor 1	HGNC:11187	2p22.1
HGF	Synonyms	IL6	interleukin 6	HGNC:6018	7p15.3
GSDMC	Approved symbol	GSDMC	gasdermin C	HGNC:7151	8q24.21
KHDRBS3	Approved symbol	KHDRBS3	KH RNA binding domain containing, signal transduction associated 3	HGNC:18117	8q24.23
VCPIP1	Approved symbol	VCPIP1	valosin containing protein interacting protein 1	HGNC:30897	8q13.1
CPA6	Approved symbol	CPA6	carboxypeptidase A6	HGNC:17245	8q13.2
CPA6	Synonyms	CYP2A6	cytochrome P450 family 2 subfamily A member 6	HGNC:2610	19q13.2
NCOA2	Approved symbol	NCOA2	nuclear receptor coactivator 2	HGNC:7669	8q13.3
VDAC1P1	Approved symbol	VDAC1P1	voltage dependent anion channel 1 pseudogene 1	HGNC:12671	Xq21.1
CASK	Approved symbol	CASK	calcium/calmodulin dependent serine protein kinase	HGNC:1497	Xp11.4
PAGE2	Approved symbol	PAGE2	PAGE family member 2	HGNC:31804	Xp11.21
ADAMTSL4	Approved symbol	ADAMTSL4	ADAMTS like 4	HGNC:19706	1q21.2
RAB7L1	Previous symbol	RAB29	RAB29, member RAS oncogene family	HGNC:9789	1q32.1
STAM	Approved symbol	STAM	signal transducing adaptor molecule	HGNC:11357	10p12.33
ANGPTL5	Approved symbol	ANGPTL5	angiopoietin like 5	HGNC:19705	11q22.1
SLC41A2	Approved symbol	SLC41A2	solute carrier family 41 member 2	HGNC:31045	12q23.3
NDE1	Approved symbol	NDE1	nudE neurodevelopment protein 1	HGNC:17619	16p13.11
DTD1	Approved symbol	DTD1	D-tyrosyl-tRNA deacylase 1	HGNC:16219	20p11.23
FAM217B	Approved symbol	FAM217B	family with sequence similarity 217 member B	HGNC:16170	20q13.33
KCNE1	Approved symbol	KCNE1	potassium voltage-gated channel subfamily E regulatory subunit 1	HGNC:6240	21q22.12
CSNK1E	Approved symbol	CSNK1E	casein kinase 1 epsilon	HGNC:2453	22q13.1
MORC1	Approved symbol	MORC1	MORC family CW-type zinc finger 1	HGNC:7198	3q13.13
ZKSCAN7	Approved symbol	ZKSCAN7	zinc finger with KRAB and SCAN domains 7	HGNC:12955	3p21.31
ERC2	Approved symbol	ERC2	ELKS/RAB6-interacting/CAST family member 2	HGNC:31922	3p14.3
LARP1BP1	Approved symbol	LARP1BP1	La ribonucleoprotein domain family member 1B pseudogene 1	HGNC:37097	4q13.1
PCDHGB6	Approved symbol	PCDHGB6	protocadherin gamma subfamily B, 6	HGNC:8713	5q31
UGT3A2	Approved symbol	UGT3A2	UDP glycosyltransferase family 3 member A2	HGNC:27266	5p13.2
NSUN2	Approved symbol	NSUN2	NOP2/Sun RNA methyltransferase family member 2	HGNC:25994	5p15.31
TAS2R1	Approved symbol	TAS2R1	taste 2 receptor member 1	HGNC:14909	5p15.31
CDKN1A	Approved symbol	CDKN1A	cyclin dependent kinase inhibitor 1A	HGNC:1784	6p21.2
SUGCT	Approved symbol	SUGCT	succinyl-CoA:glutarate-CoA transferase	HGNC:16001	7p14.1
SGK3	Approved symbol	SGK3	serum/glucocorticoid regulated kinase family member 3	HGNC:10812	8q13.1
GLRA2	Approved symbol	GLRA2	glycine receptor alpha 2	HGNC:4327	Xp22.2
SLC16A1	Approved symbol	SLC16A1	solute carrier family 16 member 1	HGNC:10922	1p13.2
HIPK1	Approved symbol	HIPK1	homeodomain interacting protein kinase 1	HGNC:19006	1p13.2
GAPDHP23	Approved symbol	GAPDHP23	glyceraldehyde 3 phosphate dehydrogenase pseudogene 23	HGNC:37775	1p12
VHLL	Approved symbol	VHLL	VHL like	HGNC:30666	1q22
NUF2	Approved symbol	NUF2	NUF2, NDC80 kinetochore complex component	HGNC:14621	1q23.3
SRGAP2	Approved symbol	SRGAP2	SLIT-ROBO Rho GTPase activating protein 2	HGNC:19751	1q32.1
SRGAP2	Previous symbol	SRGAP3	SLIT-ROBO Rho GTPase activating protein 3	HGNC:19744	3p25.3
FAAH	Approved symbol	FAAH	fatty acid amide hydrolase	HGNC:3553	1p33
FAAH	Synonyms	FA2H	fatty acid 2-hydroxylase	HGNC:21197	16q23.1
ZSWIM8	Approved symbol	ZSWIM8	zinc finger SWIM-type containing 8	HGNC:23528	10q22.2
LGALS12	Approved symbol	LGALS12	galectin 12	HGNC:15788	11q12.3
TMTC4	Approved symbol	TMTC4	transmembrane and tetratricopeptide repeat containing 4	HGNC:25904	13q32.3
ENPP1	Approved symbol	ENPP1	ectonucleotide pyrophosphatase/phosphodiesterase 1	HGNC:3356	6q23.2
IL25	Approved symbol	IL25	interleukin 25	HGNC:13765	14q11.2
IL25	Synonyms	MYDGF	myeloid derived growth factor	HGNC:16948	19p13.3
RP11-342A23.1	Unmatched
AC061975.8	Unmatched
CCDC40	Approved symbol	CCDC40	coiled-coil domain containing 40	HGNC:26090	17q25.3
JAK3	Approved symbol	JAK3	Janus kinase 3	HGNC:6193	19p13.11
COL5A3	Approved symbol	COL5A3	collagen type V alpha 3 chain	HGNC:14864	19p13.2
TTC21B	Approved symbol	TTC21B	tetratricopeptide repeat domain 21B	HGNC:25660	2q24.3
METTL8	Approved symbol	METTL8	methyltransferase like 8	HGNC:25856	2q31.1
SFTPB	Approved symbol	SFTPB	surfactant protein B	HGNC:10801	2p11.2
EFCAB6	Approved symbol	EFCAB6	EF-hand calcium binding domain 6	HGNC:24204	22q13.2-q13.31
FGD5	Approved symbol	FGD5	FYVE, RhoGEF and PH domain containing 5	HGNC:19117	3p25.1
VEPH1	Approved symbol	VEPH1	ventricular zone expressed PH domain containing 1	HGNC:25735	3q25.31-q25.32
ETF1	Approved symbol	ETF1	eukaryotic translation termination factor 1	HGNC:3477	5q31.2
RBM24	Approved symbol	RBM24	RNA binding motif protein 24	HGNC:21539	6p22.3
KIAA0319	Approved symbol	KIAA0319	KIAA0319	HGNC:21580	6p22.3
SRF	Approved symbol	SRF	serum response factor	HGNC:11291	6p21.1
COL19A1	Approved symbol	COL19A1	collagen type XIX alpha 1 chain	HGNC:2196	6q13
KIAA1009	Previous symbol	CEP162	centrosomal protein 162	HGNC:21107	6q14.2-q14.3
RINT1	Approved symbol	RINT1	RAD50 interactor 1	HGNC:21876	7q22.3
